,id,Name,Birth Date,Country of Origin,Hat,Hat Brand,Hat Colour,Glasses,Glasses Brand,Glasses Colour,Shirt,Shirt brand,Shirt colour,Jeans,Jeans brand,Jeans colour,Bag,Bag Brand,Bag Colour,Cane,Shoes,Shoes Brand,Shoes colour
332,333,Wesley,25/10/1987,Brazil,Bobble hat,Beanie Babies,Red and white,Round Glasses,Burberry,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Jordan,Brown
333,334,Winifred,08/11/1987,China,Bobble hat,UGG,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Puma,Brown
334,335,Walter,28/04/1987,Japan,Bobble hat,UGG,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,American Eagle Outfitters,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
335,336,Whitney,16/07/1987,Brazil,Bobble hat,Columbia,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Adidas,Brown
336,337,Winona,05/01/1987,Japan,Bobble hat,Carhartt,Red and white,Round Glasses,Chanel,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Converse,Brown
337,338,Willa,21/02/1987,United Kingdom,Bobble hat,Fjällräven,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Tommy Hilfiger,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
338,339,Wanda,09/05/1987,Australia,Bobble hat,UGG,Red and white,Round Glasses,Versace,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Vans,Brown
339,340,Whitley,29/01/1987,Brazil,Bobble hat,Fjällräven,Red and white,Round Glasses,Gucci,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
340,341,Wendy,13/11/1987,Japan,Bobble hat,Fjällräven,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
341,342,Wanda,21/08/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Jordan,Brown
342,343,Wendy,05/02/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Fendi,Brown,Wood,Casual Shoes,Vans,Brown
343,344,Wallace,01/03/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Under Armour,Brown
344,345,Wesley,07/05/1987,Brazil,Bobble hat,Woolrich,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Jordan,Brown
345,346,Wesley,09/07/1987,Brazil,Bobble hat,Woolrich,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
346,347,Wanda,04/02/1987,Brazil,Bobble hat,Beanie Babies,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Jordan,Brown
347,348,Winifred,15/07/1987,Brazil,Bobble hat,Canada Goose,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Burberry,Brown,Wood,Casual Shoes,Puma,Brown
348,349,Winifred,15/06/1987,Germany,Bobble hat,Woolrich,Red and white,Round Glasses,Versace,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Skechers,Brown
349,350,Wayne,14/12/1987,United Kingdom,Bobble hat,Beanie Babies,Red and white,Round Glasses,Gucci,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
350,351,Winona,30/07/1987,Germany,Bobble hat,Columbia,Red and white,Round Glasses,Prada,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Puma,Brown
351,352,Wayne,11/11/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Prada,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Puma,Brown
352,353,Wilhelm,26/04/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Chanel,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Prada,Brown,Wood,Casual Shoes,Vans,Brown
353,354,Whitley,03/09/1987,Canada,Bobble hat,Beanie Babies,Red and white,Round Glasses,Chanel,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Puma,Brown
354,355,Wanda,17/12/1987,Brazil,Bobble hat,Columbia,Red and white,Round Glasses,Prada,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Vans,Brown
355,356,Winona,02/05/1987,United States,Bobble hat,Carhartt,Red and white,Round Glasses,Prada,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Under Armour,Brown
356,357,Wanda,08/09/1987,Germany,Bobble hat,Woolrich,Red and white,Round Glasses,Oakley,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,New Balance,Brown
357,358,Winona,17/09/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
358,359,Wanda,23/11/1987,China,Bobble hat,Columbia,Red and white,Round Glasses,Oakley,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Under Armour,Brown
359,360,Wendy,21/10/1987,Brazil,Bobble hat,Canada Goose,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Adidas,Brown
360,361,Winifred,20/12/1987,Brazil,Bobble hat,Patagonia,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
361,362,Whitley,16/04/1987,Canada,Bobble hat,Columbia,Red and white,Round Glasses,Chanel,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,Diesel,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Adidas,Brown
362,363,Wanda,28/05/1987,United States,Bobble hat,Columbia,Red and white,Round Glasses,Versace,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Under Armour,Brown
363,364,Walker,21/07/1987,United Kingdom,Bobble hat,Carhartt,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Under Armour,Brown
364,365,Wanda,16/11/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Versace,Black,Long-sleeve,Calvin Klein,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Yves Saint Laurent,Brown,Wood,Casual Shoes,Adidas,Brown
365,366,Walter,15/12/1987,Brazil,Bobble hat,Fjällräven,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Diesel,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Jordan,Brown
366,367,Wilhelm,28/04/1987,Brazil,Bobble hat,Woolrich,Red and white,Round Glasses,Burberry,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Adidas,Brown
367,368,Wanda,02/12/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,American Eagle Outfitters,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
368,369,Winona,16/01/1987,Brazil,Bobble hat,Columbia,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Puma,Brown
369,370,Winifred,04/04/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,American Eagle Outfitters,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Under Armour,Brown
370,371,Winston,31/05/1987,China,Bobble hat,Carhartt,Red and white,Round Glasses,Prada,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Under Armour,Brown
371,372,Winifred,13/11/1987,United States,Bobble hat,Barts,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
372,373,Winston,27/08/1987,Australia,Bobble hat,Barts,Red and white,Round Glasses,Oakley,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Under Armour,Brown
373,374,Wesley,26/09/1987,Brazil,Bobble hat,Columbia,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Jordan,Brown
374,375,Wade,14/05/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
375,376,Wanda,20/04/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Prada,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
376,377,Walter,05/10/1987,France,Bobble hat,Canada Goose,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Tommy Hilfiger,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Vans,Brown
377,378,Wendy,20/02/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,Diesel,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
378,379,Walter,12/02/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Versace,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Adidas,Brown
379,380,Whitley,13/02/1987,Brazil,Bobble hat,Woolrich,Red and white,Round Glasses,Oakley,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Yves Saint Laurent,Brown,Wood,Casual Shoes,Puma,Brown
380,381,Wyatt,13/07/1987,Australia,Bobble hat,Canada Goose,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Tommy Hilfiger,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
381,382,Whitley,19/10/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Prada,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,New Balance,Brown
382,383,Whitley,27/09/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Nike,Brown
383,384,Whitley,23/05/1987,Brazil,Bobble hat,Canada Goose,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,New Balance,Brown
384,385,Wilhelm,08/09/1987,Canada,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,American Eagle Outfitters,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Skechers,Brown
385,386,Wendy,27/12/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Oakley,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Puma,Brown
386,387,Walter,21/04/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Versace,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
387,388,Wilhelm,08/09/1987,Canada,Bobble hat,Woolrich,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Vans,Brown
388,389,Wanda,01/02/1987,Brazil,Bobble hat,Columbia,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Puma,Brown
389,390,Wayne,20/11/1987,China,Bobble hat,Beanie Babies,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,American Eagle Outfitters,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
390,391,Weston,18/12/1987,Brazil,Bobble hat,Barts,Red and white,Round Glasses,Prada,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Diesel,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
391,392,Winston,06/10/1987,Japan,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Nike,Brown
392,393,William,21/01/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,American Eagle Outfitters,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Vans,Brown
393,394,Wayne,05/07/1987,Brazil,Bobble hat,Beanie Babies,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Nike,Brown
394,395,Willa,29/04/1987,Brazil,Bobble hat,Patagonia,Red and white,Round Glasses,Prada,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
395,396,Wanda,20/01/1987,Brazil,Bobble hat,The North Face,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Diesel,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Under Armour,Brown
396,397,Whitley,20/11/1987,Australia,Bobble hat,Beanie Babies,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Jordan,Brown
397,398,Whitley,31/10/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Yves Saint Laurent,Brown,Wood,Casual Shoes,Adidas,Brown
398,399,Wendy,02/11/1987,United States,Bobble hat,Barts,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
399,400,Wanda,27/09/1987,Japan,Bobble hat,Carhartt,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Adidas,Brown
400,401,Winston,01/06/1987,Japan,Bobble hat,Columbia,Red and white,Round Glasses,Chanel,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Vans,Brown
401,402,Wendy,22/12/1987,Canada,Bobble hat,Canada Goose,Red and white,Round Glasses,Versace,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Adidas,Brown
402,403,Wilhelm,21/11/1987,United Kingdom,Bobble hat,Woolrich,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
403,404,Wesley,20/09/1987,Brazil,Bobble hat,Canada Goose,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
404,405,Winifred,18/11/1987,Australia,Bobble hat,UGG,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Fendi,Brown,Wood,Casual Shoes,Under Armour,Brown
405,406,Winona,21/10/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Burberry,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
406,407,Wallace,30/05/1987,China,Bobble hat,UGG,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Nike,Brown
407,408,Wanda,24/12/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Adidas,Brown
408,409,Warren,27/12/1987,Brazil,Bobble hat,Beanie Babies,Red and white,Round Glasses,Prada,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,American Eagle Outfitters,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Puma,Brown
409,410,Wesley,15/01/1987,China,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Puma,Brown
410,411,Wallace,29/10/1987,China,Bobble hat,Woolrich,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Puma,Brown
411,412,Winifred,05/07/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Under Armour,Brown
412,413,Winifred,17/11/1987,Brazil,Bobble hat,The North Face,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Vans,Brown
413,414,Wanda,09/10/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Under Armour,Brown
414,415,Walter,24/05/1987,Brazil,Bobble hat,The North Face,Red and white,Round Glasses,Prada,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,New Balance,Brown
415,416,Winifred,09/03/1987,Brazil,Bobble hat,Beanie Babies,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
416,417,Winona,21/08/1987,United Kingdom,Bobble hat,Carhartt,Red and white,Round Glasses,Prada,Black,Long-sleeve,Tommy Hilfiger,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Under Armour,Brown
417,418,Winona,20/01/1987,Brazil,Bobble hat,Beanie Babies,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Vans,Brown
418,419,Wanda,25/08/1987,Brazil,Bobble hat,Beanie Babies,Red and white,Round Glasses,Prada,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Converse,Brown
419,420,Whitley,19/11/1987,Brazil,Bobble hat,Fjällräven,Red and white,Round Glasses,Oakley,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
420,421,Wanda,22/05/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Prada,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Jordan,Brown
